class_col,class_value,pos_4gram,freq,rank
Town,Tlaquepaque,"('DET', 'NOUN', 'ADJ', 'PUNCT')",34,20
Town,TodosSantos,"('ADP', 'DET', 'NOUN', 'PUNCT')",114,1
Town,TodosSantos,"('NOUN', 'ADP', 'DET', 'NOUN')",110,2
Town,TodosSantos,"('DET', 'NOUN', 'ADP', 'NOUN')",100,3
Town,TodosSantos,"('VERB', 'ADP', 'DET', 'NOUN')",94,4
Town,TodosSantos,"('ADP', 'DET', 'NOUN', 'ADP')",84,5
Town,TodosSantos,"('DET', 'NOUN', 'ADP', 'DET')",73,6
Town,TodosSantos,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",68,7
Town,TodosSantos,"('VERB', 'DET', 'NOUN', 'ADP')",61,8
Town,TodosSantos,"('DET', 'NOUN', 'AUX', 'ADJ')",54,9
Town,TodosSantos,"('DET', 'NOUN', 'ADJ', 'PUNCT')",49,10
Town,TodosSantos,"('NOUN', 'PUNCT', 'DET', 'NOUN')",47,11
Town,TodosSantos,"('ADJ', 'ADP', 'DET', 'NOUN')",46,12
Town,TodosSantos,"('NOUN', 'ADP', 'NOUN', 'ADP')",45,13
Town,TodosSantos,"('PUNCT', 'DET', 'NOUN', 'AUX')",44,14
Town,TodosSantos,"('ADJ', 'PUNCT', 'DET', 'NOUN')",42,15
Town,TodosSantos,"('VERB', 'DET', 'NOUN', 'PUNCT')",42,16
Town,TodosSantos,"('ADP', 'DET', 'NOUN', 'ADJ')",38,17
Town,TodosSantos,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",38,18
Town,TodosSantos,"('PRON', 'VERB', 'DET', 'NOUN')",32,19
Town,TodosSantos,"('DET', 'NOUN', 'PRON', 'VERB')",32,20
Town,Tulum,"('NOUN', 'ADP', 'DET', 'NOUN')",1255,1
Town,Tulum,"('ADP', 'DET', 'NOUN', 'PUNCT')",1120,2
Town,Tulum,"('DET', 'NOUN', 'ADP', 'NOUN')",930,3
Town,Tulum,"('VERB', 'ADP', 'DET', 'NOUN')",882,4
Town,Tulum,"('ADP', 'DET', 'NOUN', 'ADP')",882,5
Town,Tulum,"('DET', 'NOUN', 'ADP', 'DET')",820,6
Town,Tulum,"('VERB', 'DET', 'NOUN', 'ADP')",610,7
Town,Tulum,"('NOUN', 'PUNCT', 'DET', 'NOUN')",566,8
Town,Tulum,"('DET', 'NOUN', 'AUX', 'ADJ')",517,9
Town,Tulum,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",515,10
Town,Tulum,"('PUNCT', 'DET', 'NOUN', 'AUX')",482,11
Town,Tulum,"('ADJ', 'ADP', 'DET', 'NOUN')",444,12
Town,Tulum,"('NOUN', 'ADP', 'NOUN', 'ADP')",386,13
Town,Tulum,"('ADJ', 'PUNCT', 'DET', 'NOUN')",380,14
Town,Tulum,"('ADP', 'DET', 'NOUN', 'ADJ')",363,15
Town,Tulum,"('DET', 'NOUN', 'ADJ', 'PUNCT')",352,16
Town,Tulum,"('DET', 'NOUN', 'PUNCT', 'DET')",341,17
Town,Tulum,"('VERB', 'DET', 'NOUN', 'PUNCT')",335,18
Town,Tulum,"('PRON', 'VERB', 'DET', 'NOUN')",330,19
Town,Tulum,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",315,20
Town,Valladolid,"('NOUN', 'ADP', 'DET', 'NOUN')",265,1
Town,Valladolid,"('ADP', 'DET', 'NOUN', 'PUNCT')",241,2
Town,Valladolid,"('ADP', 'DET', 'NOUN', 'ADP')",206,3
Town,Valladolid,"('DET', 'NOUN', 'ADP', 'NOUN')",185,4
Town,Valladolid,"('VERB', 'ADP', 'DET', 'NOUN')",179,5
Town,Valladolid,"('DET', 'NOUN', 'ADP', 'DET')",165,6
Town,Valladolid,"('NOUN', 'PUNCT', 'DET', 'NOUN')",147,7
Town,Valladolid,"('PUNCT', 'DET', 'NOUN', 'AUX')",121,8
Town,Valladolid,"('ADJ', 'ADP', 'DET', 'NOUN')",115,9
Town,Valladolid,"('DET', 'NOUN', 'AUX', 'ADJ')",113,10
Town,Valladolid,"('ADJ', 'PUNCT', 'DET', 'NOUN')",111,11
Town,Valladolid,"('VERB', 'DET', 'NOUN', 'ADP')",111,12
Town,Valladolid,"('ADP', 'DET', 'NOUN', 'ADJ')",108,13
Town,Valladolid,"('DET', 'NOUN', 'ADJ', 'PUNCT')",96,14
Town,Valladolid,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",90,15
Town,Valladolid,"('VERB', 'DET', 'NOUN', 'PUNCT')",88,16
Town,Valladolid,"('PRON', 'VERB', 'DET', 'NOUN')",87,17
Town,Valladolid,"('DET', 'NOUN', 'PUNCT', 'DET')",80,18
Town,Valladolid,"('DET', 'NOUN', 'ADJ', 'ADP')",77,19
Town,Valladolid,"('DET', 'NOUN', 'PRON', 'VERB')",76,20
Town,Valle_de_Bravo,"('DET', 'NOUN', 'ADP', 'NOUN')",138,1
Town,Valle_de_Bravo,"('NOUN', 'ADP', 'DET', 'NOUN')",138,2
Town,Valle_de_Bravo,"('ADP', 'DET', 'NOUN', 'PUNCT')",113,3
Town,Valle_de_Bravo,"('DET', 'NOUN', 'ADP', 'DET')",99,4
Town,Valle_de_Bravo,"('VERB', 'ADP', 'DET', 'NOUN')",89,5
Town,Valle_de_Bravo,"('ADP', 'DET', 'NOUN', 'ADP')",87,6
Town,Valle_de_Bravo,"('ADJ', 'PUNCT', 'DET', 'NOUN')",84,7
Town,Valle_de_Bravo,"('NOUN', 'PUNCT', 'DET', 'NOUN')",77,8
Town,Valle_de_Bravo,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",71,9
Town,Valle_de_Bravo,"('VERB', 'DET', 'NOUN', 'ADP')",70,10
Town,Valle_de_Bravo,"('DET', 'NOUN', 'PRON', 'VERB')",65,11
Town,Valle_de_Bravo,"('DET', 'NOUN', 'AUX', 'ADJ')",61,12
Town,Valle_de_Bravo,"('PUNCT', 'DET', 'NOUN', 'AUX')",50,13
Town,Valle_de_Bravo,"('ADP', 'NOUN', 'ADP', 'NOUN')",50,14
Town,Valle_de_Bravo,"('ADJ', 'ADP', 'DET', 'NOUN')",49,15
Town,Valle_de_Bravo,"('NOUN', 'AUX', 'ADV', 'ADJ')",49,16
Town,Valle_de_Bravo,"('DET', 'NOUN', 'AUX', 'ADV')",48,17
Town,Valle_de_Bravo,"('NOUN', 'ADP', 'NOUN', 'ADP')",46,18
Town,Valle_de_Bravo,"('PUNCT', 'DET', 'NOUN', 'ADP')",45,19
Town,Valle_de_Bravo,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",45,20
Town,Xilitla,"('ADP', 'DET', 'NOUN', 'PUNCT')",21,1
Town,Xilitla,"('NOUN', 'ADP', 'DET', 'NOUN')",19,2
Town,Xilitla,"('DET', 'NOUN', 'ADP', 'NOUN')",16,3
Town,Xilitla,"('DET', 'NOUN', 'ADP', 'DET')",13,4
Town,Xilitla,"('VERB', 'ADP', 'DET', 'NOUN')",13,5
Town,Xilitla,"('NOUN', 'PUNCT', 'DET', 'NOUN')",12,6
Town,Xilitla,"('PUNCT', 'DET', 'NOUN', 'AUX')",12,7
Town,Xilitla,"('DET', 'NOUN', 'AUX', 'ADJ')",10,8
Town,Xilitla,"('ADP', 'DET', 'NOUN', 'ADP')",10,9
Town,Xilitla,"('VERB', 'DET', 'NOUN', 'ADP')",9,10
Town,Xilitla,"('VERB', 'DET', 'NOUN', 'PUNCT')",9,11
Town,Xilitla,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",9,12
Town,Xilitla,"('ADJ', 'PUNCT', 'DET', 'NOUN')",8,13
Town,Xilitla,"('DET', 'NOUN', 'AUX', 'ADV')",8,14
Town,Xilitla,"('ADP', 'NOUN', 'ADP', 'DET')",7,15
Town,Xilitla,"('AUX', 'ADV', 'ADJ', 'PUNCT')",6,16
Town,Xilitla,"('DET', 'NOUN', 'ADP', 'PROPN')",6,17
Town,Xilitla,"('PUNCT', 'VERB', 'DET', 'NOUN')",6,18
Town,Xilitla,"('PRON', 'VERB', 'ADP', 'DET')",6,19
Town,Xilitla,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",6,20
Town,Zacatlan,"('NOUN', 'ADP', 'DET', 'NOUN')",27,1
Town,Zacatlan,"('DET', 'NOUN', 'ADP', 'NOUN')",25,2
Town,Zacatlan,"('VERB', 'ADP', 'DET', 'NOUN')",24,3
Town,Zacatlan,"('NOUN', 'PUNCT', 'DET', 'NOUN')",23,4
Town,Zacatlan,"('ADP', 'DET', 'NOUN', 'PUNCT')",22,5
Town,Zacatlan,"('PUNCT', 'DET', 'NOUN', 'AUX')",19,6
Town,Zacatlan,"('DET', 'NOUN', 'AUX', 'ADJ')",18,7
Town,Zacatlan,"('ADP', 'DET', 'NOUN', 'ADP')",18,8
Town,Zacatlan,"('ADJ', 'PUNCT', 'DET', 'NOUN')",17,9
Town,Zacatlan,"('DET', 'NOUN', 'ADV', 'ADJ')",16,10
Town,Zacatlan,"('DET', 'NOUN', 'PUNCT', 'DET')",15,11
Town,Zacatlan,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",15,12
Town,Zacatlan,"('VERB', 'DET', 'NOUN', 'ADP')",14,13
Town,Zacatlan,"('DET', 'NOUN', 'ADP', 'DET')",13,14
Town,Zacatlan,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",11,15
Town,Zacatlan,"('PRON', 'VERB', 'DET', 'NOUN')",11,16
Town,Zacatlan,"('ADP', 'NOUN', 'ADP', 'DET')",10,17
Town,Zacatlan,"('VERB', 'DET', 'NOUN', 'PUNCT')",9,18
Town,Zacatlan,"('ADP', 'DET', 'NOUN', 'ADV')",9,19
Town,Zacatlan,"('ADP', 'DET', 'NOUN', 'ADJ')",9,20
